___________________________________________________________________________________________________________________________________________
|-----------------------------------------------------------------------------------------------------------------------------------------|
|                       LISTENING STATISTICS GENERATED FROM MERGEFILE COVERING DATE RANGE 2026/5/1 to 2026/5/31                           |
|-----------------------------------------------------------------------------------------------------------------------------------------|
|Chart |Count|Artist/Release                                                                                |Time Spent Listening         |
| #74  | x1  | Bruce Springsteen/Tunnel Of Love                                                             | 46 Minutes and 25 Seconds   |
| #75  | x1  | Journey/Raised On Radio                                                                      | 44 Minutes and 43 Seconds   |
| #76  | x1  | The Smashing Pumpkins/Mellon Collie And The Infinite Sadness                                 | 121 Minutes and 51 Seconds  |
| #77  | x1  | Filter/The Amalgamut                                                                         | 57 Minutes and 39 Seconds   |
| #78  | x1  | Deep Purple/Perfect Strangers                                                                | 44 Minutes and 13 Seconds   |
| #79  | x1  | The Booze Brothers/Brewers Droop                                                             | 36 Minutes and 46 Seconds   |
| #80  | x1  | Nine Inch Nails/Year Zero                                                                    | 63 Minutes and 50 Seconds   |
| #81  | x1  | Violent Femmes/Violent Femmes                                                                | 43 Minutes and 45 Seconds   |
| #82  | x1  | Taking Back Sunday/Tell All Your Friends                                                     | 33 Minutes and 46 Seconds   |
| #83  | x1  | Pearl Jam/Ten                                                                                | 53 Minutes and 24 Seconds   |
| #84  | x1  | Alanis Morissette/Jagged Little Pill                                                         | 57 Minutes and 30 Seconds   |
| #85  | x1  | Rem/Lifes Rich Pageant                                                                       | 38 Minutes and 29 Seconds   |
| #86  | x1  | Def Leppard/Hysteria                                                                         | 62 Minutes and 37 Seconds   |
| #87  | x1  | Collective Soul/Hints Allegations And Things Left Unsaid                                     | 45 Minutes and 20 Seconds   |
| #88  | x1  | Slipknot/We Are Not Your Kind                                                                | 63 Minutes and 37 Seconds   |
| #89  | x1  | Rush/Rush                                                                                    | 40 Minutes and 18 Seconds   |
| #90  | x1  | Phil Collins/Face Value                                                                      | 47 Minutes and 48 Seconds   |
| #91  | x1  | The Grateful Dead/American Beauty                                                            | 42 Minutes and 26 Seconds   |
| #92  | x1  | King Crimson/In The Court Of The Crimson King                                                | 43 Minutes and 54 Seconds   |
| #93  | x1  | Temple Of The Dog/Temple Of The Dog                                                          | 55 Minutes and 16 Seconds   |
| #94  | x1  | The Offspring/Smash                                                                          | 46 Minutes and 44 Seconds   |
| #95  | x1  | Rem/Automatic For The People                                                                 | 48 Minutes and 52 Seconds   |
| #96  | x1  | Sex Pistols/Never Mind The Bollocks                                                          | 38 Minutes and 48 Seconds   |
| #97  | x1  | Bryan Adams/Reckless                                                                         | 37 Minutes and 59 Seconds   |
| #98  | x1  | Rammstein/Mutter                                                                             | 45 Minutes and 9 Seconds    |
| #99  | x1  | Fleetwood Mac/Fleetwood Mac                                                                  | 42 Minutes and 57 Seconds   |
| #100 | x1  | Mad Season/Above                                                                             | 55 Minutes and 40 Seconds   |
| #101 | x1  | Led Zeppelin/Led Zeppelin                                                                    | 44 Minutes and 50 Seconds   |
| #102 | x1  | Led Zeppelin/Led Zeppelin Iii                                                                | 43 Minutes and 1 Seconds    |
| #103 | x1  | Led Zeppelin/Led Zeppelin Iv                                                                 | 42 Minutes and 36 Seconds   |
| #104 | x1  | Led Zeppelin/Houses Of The Holy                                                              | 40 Minutes and 53 Seconds   |
| #105 | x1  | Led Zeppelin/Physical Graffiti                                                               | 82 Minutes and 42 Seconds   |
| #106 | x1  | Led Zeppelin/Presence                                                                        | 44 Minutes and 28 Seconds   |
| #107 | x1  | Led Zeppelin/Coda                                                                            | 33 Minutes and 0 Seconds    |
| #108 | x1  | Franz Ferdinand/Franz Ferdinand                                                              | 38 Minutes and 49 Seconds   |
| #109 | x1  | Donots/Got The Noise                                                                         | 41 Minutes and 33 Seconds   |
| #110 | x1  | Billy Joel/The Stranger                                                                      | 42 Minutes and 27 Seconds   |
| #111 | x1  | King Crimson/Islands                                                                         | 41 Minutes and 27 Seconds   |
| #112 | x1  | Creed/Human Clay                                                                             | 60 Minutes and 27 Seconds   |
| #113 | x1  | Wolfgang Amadeus Mozart/Eine Kleine Nachtmusik                                               | 17 Minutes and 6 Seconds    |
| #114 | x1  | Nine Inch Nails/Pretty Hate Machine                                                          | 48 Minutes and 47 Seconds   |
| #115 | x1  | Boston/Dont Look Back                                                                        | 33 Minutes and 53 Seconds   |
| #116 | x1  | Audioslave/Out Of Exile                                                                      | 53 Minutes and 43 Seconds   |
| #117 | x1  | Sum 41/All Killer No Filler                                                                  | 32 Minutes and 16 Seconds   |
| #118 | x1  | Meat Loaf/Bat Out Of Hell                                                                    | 46 Minutes and 35 Seconds   |
| #119 | x1  | The Breeders/Last Splash                                                                     | 39 Minutes and 44 Seconds   |
| #120 | x1  | Blind Melon/Blind Melon                                                                      | 55 Minutes and 24 Seconds   |
| #121 | x1  | The Smashing Pumpkins/Gish                                                                   | 46 Minutes and 20 Seconds   |
| #122 | x1  | Stone Temple Pilots/Core                                                                     | 53 Minutes and 37 Seconds   |
| #123 | x1  | Babe Ruth/First Base                                                                         | 42 Minutes and 2 Seconds    |
| #124 | x1  | Mother Love Bone/Apple                                                                       | 61 Minutes and 46 Seconds   |
| #125 | x1  | Green Day/Saviors                                                                            | 46 Minutes and 2 Seconds    |
| #126 | x1  | Huey Lewis And The News/Fore                                                                 | 37 Minutes and 57 Seconds   |
| #127 | x1  | Honeymoon Suite/Honeymoon Suite                                                              | 38 Minutes and 48 Seconds   |
| #128 | x1  | Whitesnake/Whitesnake                                                                        | 42 Minutes and 33 Seconds   |
| #129 | x1  | Foreigner/Agent Provocateur                                                                  | 42 Minutes and 31 Seconds   |
| #130 | x1  | Three Days Grace/One X                                                                       | 43 Minutes and 45 Seconds   |
| #131 | x1  | Fuel/Something Like Human                                                                    | 42 Minutes and 49 Seconds   |
| #132 | x1  | Judas Priest/British Steel                                                                   | 36 Minutes and 0 Seconds    |
| #133 | x1  | Jethro Tull/Thick As A Brick                                                                 | 43 Minutes and 36 Seconds   |
| #134 | x1  | Acdc/Back In Black                                                                           | 42 Minutes and 1 Seconds    |
| #135 | x1  | Eric Clapton/Unplugged                                                                       | 61 Minutes and 46 Seconds   |
| #136 | x1  | Alice In Chains/Black Gives Way To Blue                                                      | 54 Minutes and 17 Seconds   |
| #137 | x1  | The All American Rejects/Move Along                                                          | 42 Minutes and 14 Seconds   |
| #138 | x1  | Genesis/Nursery Cryme                                                                        | 39 Minutes and 32 Seconds   |
| #139 | x1  | Rush/Moving Pictures                                                                         | 40 Minutes and 8 Seconds    |
| #140 | x1  | Rush/Signals                                                                                 | 42 Minutes and 52 Seconds   |
| #141 | x1  | Van Halen/Fair Warning                                                                       | 31 Minutes and 13 Seconds   |
| #142 | x1  | Supertramp/Supertramp                                                                        | 47 Minutes and 50 Seconds   |
| #143 | x1  | Third Eye Blind/Blue                                                                         | 69 Minutes and 6 Seconds    |
| #144 | x1  | The Smashing Pumpkins/Siamese Dream                                                          | 62 Minutes and 15 Seconds   |
| #145 | x1  | Hammerbox/Numb                                                                               | 42 Minutes and 5 Seconds    |
| #146 | x1  | Janes Addiction/Janes Addiction                                                              | 40 Minutes and 1 Seconds    |
| #146 | x1  | Janes Addiction/Janes Addiction                                                              | 40 Minutes and 1 Seconds    |
| #147 | x1  | Green Day/Dookie                                                                             | 39 Minutes and 46 Seconds   |
| #148 | x1  | Genesis/The Lamb Lies Down On Broadway                                                       | 94 Minutes and 21 Seconds   |
| #149 | x1  | Peter Gabriel/So                                                                             | 46 Minutes and 20 Seconds   |
| #150 | x1  | Zz Top/Eliminator                                                                            | 45 Minutes and 21 Seconds   |
| #151 | x1  | Felix Mendelssohn/Symphony No 5                                                              | 30 Minutes and 51 Seconds   |
| #152 | x1  | Bruce Springsteen/Born In The Usa                                                            | 46 Minutes and 53 Seconds   |
| #153 | x1  | Pink Floyd/The Division Bell                                                                 | 66 Minutes and 31 Seconds   |
| #154 | x1  | Claude Debussy/La Mer                                                                        | 70 Minutes and 58 Seconds   |
| #155 | x1  | Foreigner/Foreigner                                                                          | 39 Minutes and 29 Seconds   |
| #156 | x1  | Genesis/A Trick Of The Tail                                                                  | 51 Minutes and 10 Seconds   |
| #157 | x1  | Jethro Tull/Aqualung                                                                         | 43 Minutes and 25 Seconds   |
| #158 | x1  | Supertramp/Even In The Quietest Moments                                                      | 43 Minutes and 34 Seconds   |
| #159 | x1  | Green Day/21St Century Breakdown                                                             | 88 Minutes and 10 Seconds   |
| #160 | x1  | Puddle Of Mudd/Come Clean                                                                    | 48 Minutes and 11 Seconds   |
| #161 | x1  | Dire Straits/Communique                                                                      | 41 Minutes and 59 Seconds   |
| #162 | x1  | Iron Butterfly/In A Gadda Da Vida                                                            | 36 Minutes and 6 Seconds    |
| #163 | x1  | Pink Floyd/Atom Heart Mother                                                                 | 52 Minutes and 6 Seconds    |
| #164 | x1  | Billy Joel/An Innocent Man                                                                   | 40 Minutes and 21 Seconds   |
|------|-----|----------------------------------------------------------------------------------------------|-----------------------------|
|_________________________________________________________________________________________________________________________________________|

397 listens to albums in total

1111528 total seconds spent listening to music, equivalent to 18525 Minutes, 308 Hours or 12 Days. That is 3.29% of the year. That is 42.88% of a month.
Press Enter to continue...
